时间,短期预测功率,短期预测湿度,原短期预测风速,短期预测风向,短期预测温度,短期预测气压,实际功率,实际风速,短期预测风速
2018/1/2 0:00,34.41,75,12.7,41,14.7,1008,28.59,8.5,8.864166666666666
2018/1/2 0:15,33.71,75,12.6,40,14.7,1008,29.8,8.75,8.764166666666666
2018/1/2 0:30,33.01,75,12.5,39,14.6,1008,23.8,7.78,8.664166666666667
2018/1/2 0:45,32.32,75,12.4,38,14.5,1008,23.63,7.89,8.564166666666667
2018/1/2 1:00,31.66,75,12.3,38,14.5,1008,26.98,7.69,8.464166666666667
2018/1/2 1:15,31.04,75,12.2,37,14.5,1008,28.44,8.09,8.364166666666666
2018/1/2 1:30,30.42,74,12.2,36,14.5,1008,29.08,7.78,8.364166666666666
2018/1/2 1:45,29.8,74,12.1,36,14.5,1007,26.82,8.01,8.264166666666666
2018/1/2 2:00,29.29,74,12.0,36,14.5,1007,23.98,7.06,8.164166666666667
2018/1/2 2:15,28.87,74,12.0,35,14.5,1007,23.4,6.92,8.164166666666667
2018/1/2 2:30,28.45,74,11.9,35,14.5,1006,19.31,6.4,8.064166666666667
2018/1/2 2:45,28.04,74,11.9,34,14.5,1006,17.49,6.16,8.064166666666667
2018/1/2 3:00,27.73,74,11.8,34,14.5,1006,18.78,6.82,7.964166666666667
2018/1/2 3:15,27.52,74,11.8,34,14.5,1006,16.33,6.76,7.964166666666667
2018/1/2 3:30,27.31,74,11.7,34,14.6,1006,16.32,6.87,7.864166666666666
2018/1/2 3:45,27.1,74,11.6,33,14.6,1006,16.72,6.67,7.764166666666666
2018/1/2 4:00,26.92,74,11.6,33,14.6,1006,18.38,6.86,7.764166666666666
2018/1/2 4:15,26.76,74,11.6,33,14.6,1006,18.11,6.83,7.764166666666666
2018/1/2 4:30,26.61,74,11.5,33,14.6,1006,22.89,7.38,7.664166666666667
2018/1/2 4:45,26.45,74,11.4,32,14.6,1006,23.05,7.72,7.564166666666667
2018/1/2 5:00,26.25,74,11.4,32,14.6,1006,22.64,7.49,7.564166666666667
2018/1/2 5:15,26.01,74,11.4,32,14.6,1006,25.25,7.76,7.564166666666667
2018/1/2 5:30,25.76,74,11.3,33,14.6,1007,24.13,7.69,7.464166666666667
2018/1/2 5:45,25.51,74,11.2,32,14.6,1007,26.32,7.96,7.364166666666666
2018/1/2 6:00,25.29,74,11.2,32,14.6,1007,22.11,7.24,7.364166666666666
2018/1/2 6:15,25.1,74,11.3,33,14.7,1007,20.76,7.2,7.464166666666667
2018/1/2 6:30,24.91,74,11.2,33,14.7,1007,19.69,7.07,7.364166666666666
2018/1/2 6:45,24.72,73,11.1,33,14.7,1007,22.56,7.41,7.264166666666666
2018/1/2 7:00,24.66,73,11.1,33,14.8,1007,26.11,7.64,7.264166666666666
2018/1/2 7:15,24.73,73,11.2,34,14.9,1008,27.98,8.14,7.364166666666666
2018/1/2 7:30,24.8,72,11.2,34,14.9,1008,29.73,8.19,7.364166666666666
2018/1/2 7:45,24.87,72,11.1,35,15.0,1008,26.53,8.48,7.264166666666666
2018/1/2 8:00,25.03,72,11.1,35,15.1,1008,26.41,8.04,7.264166666666666
2018/1/2 8:15,25.28,72,11.1,36,15.2,1008,25.46,8.15,7.264166666666666
2018/1/2 8:30,25.53,72,11.1,37,15.4,1008,30.81,8.82,7.264166666666666
2018/1/2 8:45,25.77,71,11.1,37,15.6,1008,29.41,8.62,7.264166666666666
2018/1/2 9:00,26.06,71,11.1,38,15.7,1008,34.2,9.51,7.264166666666666
2018/1/2 9:15,26.38,71,11.1,39,15.8,1008,34.68,9.32,7.264166666666666
2018/1/2 9:30,26.7,70,11.1,40,16.0,1008,35.63,9.39,7.264166666666666
2018/1/2 9:45,27.02,70,11.1,41,16.2,1008,32.11,8.93,7.264166666666666
2018/1/2 10:00,27.28,70,11.0,42,16.3,1008,31.95,9.03,7.164166666666667
2018/1/2 10:15,27.5,70,11.1,43,16.4,1008,30.87,8.56,7.264166666666666
2018/1/2 10:30,27.72,70,11.2,44,16.6,1008,30.08,8.19,7.364166666666666
2018/1/2 10:45,27.94,70,11.1,45,16.8,1007,33.48,8.95,7.264166666666666
2018/1/2 11:00,27.98,70,11.1,47,16.9,1007,26.45,8.18,7.264166666666666
2018/1/2 11:15,27.86,70,11.2,49,16.9,1007,28.95,8.62,7.364166666666666
2018/1/2 11:30,27.74,71,11.2,50,17.0,1006,30.38,8.65,7.364166666666666
2018/1/2 11:45,27.62,71,11.2,51,17.1,1006,28.66,8.29,7.364166666666666
2018/1/2 12:00,27.45,72,11.3,53,17.1,1006,24.56,8.52,7.464166666666667
2018/1/2 12:15,27.24,72,11.3,54,17.1,1006,22.38,7.28,7.464166666666667
2018/1/2 12:30,27.03,72,11.4,56,17.2,1006,18.32,6.56,7.564166666666667
2018/1/2 12:45,26.83,73,11.4,57,17.2,1006,14.67,5.89,7.564166666666667
2018/1/2 13:00,26.76,73,11.5,58,17.2,1006,17.03,6.26,7.664166666666667
2018/1/2 13:15,26.83,74,11.7,59,17.2,1006,20.33,6.47,7.864166666666666
2018/1/2 13:30,26.9,74,11.9,60,17.2,1006,19.68,6.62,8.064166666666667
2018/1/2 13:45,26.98,74,12.0,61,17.2,1005,21.99,6.82,8.164166666666667
2018/1/2 14:00,27.17,74,12.1,62,17.2,1005,25.72,7.33,8.264166666666666
2018/1/2 14:15,27.48,74,12.3,62,17.3,1005,28.17,7.49,8.464166666666667
2018/1/2 14:30,27.8,75,12.5,62,17.3,1004,31.2,8.44,8.664166666666667
2018/1/2 14:45,28.11,75,12.7,62,17.3,1004,30.34,8.06,8.864166666666666
2018/1/2 15:00,28.48,75,12.9,62,17.3,1004,29.54,7.82,9.064166666666667
2018/1/2 15:15,28.91,75,13.0,62,17.4,1004,29.09,8.44,9.164166666666667
2018/1/2 15:30,29.34,75,13.2,62,17.5,1004,27.95,7.77,9.364166666666666
2018/1/2 15:45,29.77,75,13.4,62,17.5,1004,25.86,7.49,9.564166666666667
2018/1/2 16:00,30.03,75,13.4,62,17.5,1004,27.72,7.96,9.564166666666667
2018/1/2 16:15,30.12,76,13.5,61,17.5,1004,25.09,7.51,9.664166666666667
2018/1/2 16:30,30.21,76,13.5,61,17.6,1004,27.38,7.77,9.664166666666667
2018/1/2 16:45,30.3,76,13.5,61,17.6,1004,25.95,7.53,9.664166666666667
2018/1/2 17:00,30.34,76,13.5,61,17.6,1004,28.55,7.93,9.664166666666667
2018/1/2 17:15,30.33,76,13.4,61,17.6,1004,29.59,7.9,9.564166666666667
2018/1/2 17:30,30.31,76,13.3,61,17.6,1005,28.81,7.92,9.464166666666667
2018/1/2 17:45,30.29,76,13.2,61,17.6,1005,28.27,7.83,9.364166666666666
2018/1/2 18:00,30.19,76,13.0,60,17.6,1005,26.81,8.37,9.164166666666667
2018/1/2 18:15,30.01,76,12.9,60,17.6,1005,30.33,8.46,9.064166666666667
2018/1/2 18:30,29.83,77,12.7,60,17.5,1005,30.97,8.45,8.864166666666666
2018/1/2 18:45,29.65,77,12.5,60,17.5,1005,32.59,9.08,8.664166666666667
2018/1/2 19:00,29.39,77,12.3,60,17.5,1005,31.89,8.84,8.464166666666667
2018/1/2 19:15,29.06,77,12.1,60,17.5,1006,32.44,9.1,8.264166666666666
2018/1/2 19:30,28.73,77,12.0,59,17.5,1006,36.16,9.63,8.164166666666667
2018/1/2 19:45,28.4,77,11.8,59,17.4,1006,32.11,8.69,7.964166666666667
2018/1/2 20:00,28.16,77,11.7,59,17.4,1006,32.17,8.91,7.864166666666666
2018/1/2 20:15,28.0,77,11.5,58,17.4,1006,29.92,8.6,7.664166666666667
2018/1/2 20:30,27.85,77,11.5,58,17.3,1006,28.91,8.38,7.664166666666667
2018/1/2 20:45,27.69,77,11.4,57,17.3,1006,29.83,8.73,7.564166666666667
2018/1/2 21:00,27.49,77,11.4,56,17.3,1006,30.66,8.86,7.564166666666667
2018/1/2 21:15,27.23,77,11.3,56,17.3,1006,30.42,8.67,7.464166666666667
2018/1/2 21:30,26.98,77,11.2,55,17.3,1006,28.33,8.22,7.364166666666666
2018/1/2 21:45,26.73,77,11.2,54,17.3,1006,29.23,8.6,7.364166666666666
2018/1/2 22:00,26.36,77,11.1,54,17.3,1006,26.64,8.2,7.264166666666666
2018/1/2 22:15,25.88,77,11.0,53,17.3,1006,22.05,7.52,7.164166666666667
2018/1/2 22:30,25.4,77,10.9,52,17.3,1006,21.75,7.18,7.064166666666667
2018/1/2 22:45,24.92,77,10.8,52,17.2,1006,22.49,7.55,6.964166666666667
2018/1/2 23:00,24.28,77,10.7,51,17.2,1006,19.4,7.16,6.864166666666666
2018/1/2 23:15,23.47,77,10.4,50,17.2,1006,19.23,7.11,6.564166666666667
2018/1/2 23:30,22.67,77,10.2,50,17.1,1006,20.74,7.31,6.364166666666666
2018/1/2 23:45,21.86,77,10.0,49,17.1,1006,22.74,7.61,6.164166666666667
2018/1/3 0:00,17.57,79,9.0,48,17.0,1006,24.87,8.0,5.11875
2018/1/3 0:15,16.63,79,8.7,47,16.9,1006,18.02,6.75,4.81875
2018/1/3 0:30,15.68,79,8.5,47,16.9,1006,17.26,6.89,4.61875
2018/1/3 0:45,14.74,79,8.2,47,16.9,1006,16.98,6.67,4.31875
2018/1/3 1:00,13.88,79,7.9,46,16.8,1006,17.07,6.66,4.018750000000001
2018/1/3 1:15,13.09,79,7.7,46,16.8,1006,14.23,5.95,3.8187500000000005
2018/1/3 1:30,12.3,79,7.4,44,16.7,1006,10.33,4.93,3.5187500000000007
2018/1/3 1:45,11.51,79,7.2,44,16.7,1006,9.04,4.96,3.3187500000000005
2018/1/3 2:00,10.88,79,7.1,44,16.7,1006,10.61,5.07,3.21875
2018/1/3 2:15,10.41,80,7.0,43,16.7,1006,9.94,4.97,3.1187500000000004
2018/1/3 2:30,9.94,80,6.9,42,16.7,1006,8.54,4.86,3.0187500000000007
2018/1/3 2:45,9.47,80,6.8,41,16.6,1006,8.79,4.82,2.91875
2018/1/3 3:00,9.13,80,6.7,41,16.6,1006,9.8,5.07,2.8187500000000005
2018/1/3 3:15,8.93,80,6.7,40,16.6,1006,11.09,5.17,2.8187500000000005
2018/1/3 3:30,8.73,80,6.7,40,16.5,1006,11.62,5.24,2.8187500000000005
2018/1/3 3:45,8.53,80,6.7,40,16.5,1005,12.02,5.18,2.8187500000000005
2018/1/3 4:00,8.41,80,6.7,39,16.5,1005,11.3,5.34,2.8187500000000005
2018/1/3 4:15,8.38,80,6.8,38,16.5,1005,11.32,5.3,2.91875
2018/1/3 4:30,8.35,81,6.7,38,16.5,1005,9.67,5.09,2.8187500000000005
2018/1/3 4:45,8.31,81,6.7,38,16.4,1005,9.65,4.96,2.8187500000000005
2018/1/3 5:00,8.29,81,6.7,38,16.4,1005,8.97,5.05,2.8187500000000005
2018/1/3 5:15,8.28,81,6.6,38,16.4,1005,8.61,4.76,2.71875
2018/1/3 5:30,8.27,81,6.5,39,16.3,1005,8.16,4.61,2.6187500000000004
2018/1/3 5:45,8.26,81,6.5,39,16.3,1005,8.43,4.78,2.6187500000000004
2018/1/3 6:00,8.26,81,6.5,39,16.3,1005,8.97,4.77,2.6187500000000004
2018/1/3 6:15,8.28,81,6.4,40,16.3,1006,9.05,4.65,2.5187500000000007
2018/1/3 6:30,8.3,81,6.4,41,16.3,1006,9.81,5.08,2.5187500000000007
2018/1/3 6:45,8.31,81,6.3,42,16.2,1006,9.38,4.98,2.41875
2018/1/3 7:00,8.4,81,6.3,43,16.3,1006,10.38,4.98,2.41875
2018/1/3 7:15,8.57,80,6.2,44,16.3,1006,11.36,5.18,2.3187500000000005
2018/1/3 7:30,8.74,80,6.2,44,16.3,1007,11.83,5.35,2.3187500000000005
2018/1/3 7:45,8.9,80,6.3,44,16.4,1007,12.86,5.57,2.41875
2018/1/3 8:00,9.27,79,6.3,46,16.5,1007,11.76,5.88,2.41875
2018/1/3 8:15,9.83,78,6.4,45,16.6,1007,12.91,5.97,2.5187500000000007
2018/1/3 8:30,10.39,78,6.4,46,16.8,1007,11.62,5.62,2.5187500000000007
2018/1/3 8:45,10.95,78,6.5,46,16.9,1007,10.56,5.57,2.6187500000000004
2018/1/3 9:00,11.58,77,6.6,47,17.0,1007,13.67,5.81,2.71875
2018/1/3 9:15,12.28,76,6.7,47,17.1,1007,15.3,6.45,2.8187500000000005
2018/1/3 9:30,12.99,76,6.9,47,17.2,1007,16.0,6.08,3.0187500000000007
2018/1/3 9:45,13.69,76,6.9,47,17.4,1007,17.93,7.29,3.0187500000000007
2018/1/3 10:00,14.49,75,7.0,48,17.5,1007,23.41,7.87,3.1187500000000004
2018/1/3 10:15,15.38,75,7.2,49,17.6,1007,20.63,7.6,3.3187500000000005
2018/1/3 10:30,16.26,75,7.4,49,17.8,1007,23.48,8.02,3.5187500000000007
2018/1/3 10:45,17.15,75,7.5,50,17.9,1007,25.29,8.29,3.6187500000000004
2018/1/3 11:00,17.87,75,7.8,52,17.9,1007,26.59,8.32,3.91875
2018/1/3 11:15,18.41,76,7.9,54,18.0,1007,24.02,8.16,4.018750000000001
2018/1/3 11:30,18.95,76,8.1,55,18.1,1006,25.75,8.1,4.21875
2018/1/3 11:45,19.5,76,8.3,56,18.1,1006,26.14,8.34,4.418750000000001
2018/1/3 12:00,19.98,76,8.5,58,18.1,1006,26.91,8.3,4.61875
2018/1/3 12:15,20.42,77,8.7,60,18.1,1006,25.09,8.39,4.81875
2018/1/3 12:30,20.85,78,8.9,62,18.1,1006,32.16,9.64,5.018750000000001
2018/1/3 12:45,21.28,78,9.3,64,18.1,1005,35.99,9.9,5.418750000000001
2018/1/3 13:00,21.81,78,9.5,65,18.1,1005,35.5,10.33,5.61875
2018/1/3 13:15,22.44,78,9.7,67,18.1,1005,29.15,8.9,5.81875
2018/1/3 13:30,23.07,79,10.0,68,18.1,1004,28.71,8.07,6.11875
2018/1/3 13:45,23.7,79,10.3,70,18.0,1004,25.91,7.67,6.418750000000001
2018/1/3 14:00,24.54,79,10.6,71,18.0,1004,25.26,8.05,6.71875
2018/1/3 14:15,25.6,80,10.8,72,18.0,1004,30.76,8.94,6.918750000000001
2018/1/3 14:30,26.66,80,11.2,73,17.9,1004,29.96,8.69,7.31875
2018/1/3 14:45,27.72,80,11.5,73,17.9,1004,30.95,9.25,7.61875
2018/1/3 15:00,28.77,80,11.6,74,17.9,1004,27.86,8.24,7.71875
2018/1/3 15:15,29.82,81,11.8,74,17.9,1004,31.03,9.26,7.918750000000001
2018/1/3 15:30,30.87,82,12.1,75,17.8,1004,25.71,8.7,8.21875
2018/1/3 15:45,31.92,82,12.3,75,17.7,1004,23.37,8.64,8.418750000000001
2018/1/3 16:00,32.58,82,12.4,76,17.7,1004,27.4,8.5,8.51875
2018/1/3 16:15,32.85,82,12.5,76,17.7,1004,25.93,8.04,8.61875
2018/1/3 16:30,33.12,83,12.5,76,17.7,1004,23.16,7.61,8.61875
2018/1/3 16:45,33.39,83,12.5,76,17.6,1004,26.29,8.06,8.61875
2018/1/3 17:00,33.45,83,12.4,76,17.6,1004,27.01,8.11,8.51875
2018/1/3 17:15,33.31,84,12.2,76,17.6,1004,28.78,8.03,8.31875
2018/1/3 17:30,33.16,84,12.0,76,17.5,1004,28.56,8.07,8.11875
2018/1/3 17:45,33.01,84,11.8,76,17.5,1004,28.78,7.92,7.918750000000001
2018/1/3 18:00,32.7,84,11.5,76,17.5,1004,28.01,8.09,7.61875
2018/1/3 18:15,32.22,85,11.3,76,17.5,1004,26.7,7.83,7.418750000000001
2018/1/3 18:30,31.73,86,10.8,76,17.5,1005,26.66,7.98,6.918750000000001
2018/1/3 18:45,31.25,86,10.6,75,17.4,1005,23.59,7.38,6.71875
2018/1/3 19:00,30.82,86,10.3,75,17.4,1005,22.41,6.98,6.418750000000001
2018/1/3 19:15,30.43,86,10.0,74,17.4,1005,25.39,7.47,6.11875
2018/1/3 19:30,30.05,86,9.8,73,17.4,1005,24.68,7.1,5.918750000000001
2018/1/3 19:45,29.66,86,9.5,73,17.4,1005,24.99,7.38,5.61875
2018/1/3 20:00,29.32,86,9.4,72,17.4,1005,28.7,7.89,5.518750000000001
2018/1/3 20:15,29.0,86,9.3,72,17.4,1005,31.6,8.39,5.418750000000001
2018/1/3 20:30,28.69,86,9.1,71,17.4,1005,29.21,7.83,5.21875
2018/1/3 20:45,28.38,86,9.0,70,17.4,1005,28.63,7.91,5.11875
2018/1/3 21:00,28.12,86,9.0,69,17.4,1005,28.37,7.85,5.11875
2018/1/3 21:15,27.92,86,9.1,68,17.4,1006,26.92,7.59,5.21875
2018/1/3 21:30,27.72,86,9.0,67,17.3,1006,24.2,7.15,5.11875
2018/1/3 21:45,27.52,86,9.0,67,17.3,1006,22.41,6.74,5.11875
2018/1/3 22:00,27.34,86,9.1,65,17.3,1006,22.53,6.89,5.21875
2018/1/3 22:15,27.17,86,9.2,65,17.3,1006,28.83,7.91,5.31875
2018/1/3 22:30,27.01,86,9.1,64,17.3,1006,28.78,7.62,5.21875
2018/1/3 22:45,26.84,85,9.1,63,17.3,1006,33.51,8.56,5.21875
2018/1/3 23:00,26.55,85,9.1,62,17.3,1006,29.52,7.95,5.21875
2018/1/3 23:15,26.14,85,9.0,61,17.3,1006,27.86,7.78,5.11875
2018/1/3 23:30,25.72,85,8.9,60,17.3,1006,26.33,7.59,5.018750000000001
2018/1/3 23:45,25.3,85,8.8,58,17.3,1006,30.36,8.14,4.918750000000001
2018/1/4 0:00,24.82,85,8.7,57,17.3,1006,32.15,8.97,6.9416666666666655
2018/1/4 0:15,24.28,85,8.5,56,17.3,1006,30.09,8.48,6.741666666666666
2018/1/4 0:30,23.74,85,8.3,55,17.3,1006,30.88,8.87,6.541666666666667
2018/1/4 0:45,23.19,85,8.2,53,17.2,1006,36.44,9.78,6.4416666666666655
2018/1/4 1:00,22.7,85,8.1,53,17.2,1006,34.74,9.52,6.341666666666666
2018/1/4 1:15,22.25,85,7.9,52,17.2,1006,33.89,9.6,6.141666666666667
2018/1/4 1:30,21.8,85,7.8,51,17.1,1006,37.41,9.64,6.041666666666666
2018/1/4 1:45,21.35,85,7.7,50,17.1,1005,36.61,9.81,5.941666666666666
2018/1/4 2:00,20.9,85,7.6,50,17.1,1005,35.91,9.79,5.841666666666666
2018/1/4 2:15,20.45,86,7.5,49,17.1,1005,32.73,9.13,5.741666666666666
2018/1/4 2:30,20.0,86,7.5,49,17.1,1004,34.57,9.32,5.741666666666666
2018/1/4 2:45,19.54,86,7.4,49,17.0,1004,33.33,9.24,5.641666666666667
2018/1/4 3:00,19.15,86,7.3,49,17.0,1004,28.03,8.4,5.541666666666666
2018/1/4 3:15,18.82,86,7.3,49,16.9,1004,27.25,7.92,5.541666666666666
2018/1/4 3:30,18.5,86,7.2,49,16.9,1004,20.5,7.41,5.441666666666666
2018/1/4 3:45,18.17,86,7.2,49,16.9,1004,22.98,7.44,5.441666666666666
2018/1/4 4:00,17.92,86,7.2,48,16.8,1004,20.83,7.57,5.441666666666666
2018/1/4 4:15,17.75,86,7.3,48,16.8,1004,18.88,7.45,5.541666666666666
2018/1/4 4:30,17.59,86,7.3,48,16.8,1004,18.83,6.98,5.541666666666666
2018/1/4 4:45,17.42,86,7.4,47,16.8,1004,20.85,7.34,5.641666666666667
2018/1/4 5:00,17.28,86,7.4,47,16.8,1004,18.27,6.86,5.641666666666667
2018/1/4 5:15,17.15,86,7.6,46,16.9,1004,21.18,7.54,5.841666666666666
2018/1/4 5:30,17.02,86,7.6,44,16.9,1004,20.42,7.37,5.841666666666666
2018/1/4 5:45,16.88,85,7.8,43,16.9,1004,22.02,7.58,6.041666666666666
2018/1/4 6:00,17.02,85,7.9,42,16.9,1004,17.73,7.27,6.141666666666667
2018/1/4 6:15,17.42,84,8.2,41,17.0,1004,18.73,7.37,6.4416666666666655
2018/1/4 6:30,17.82,84,8.3,40,17.1,1005,21.31,7.72,6.541666666666667
2018/1/4 6:45,18.22,84,8.4,38,17.1,1005,26.11,8.38,6.641666666666667
2018/1/4 7:00,18.63,83,8.6,37,17.1,1005,28.4,9.11,6.841666666666666
2018/1/4 7:15,19.05,83,8.8,37,17.2,1005,25.7,8.55,7.041666666666667
2018/1/4 7:30,19.47,82,8.9,37,17.3,1005,30.19,8.69,7.141666666666667
2018/1/4 7:45,19.89,82,8.9,36,17.3,1005,33.37,9.05,7.141666666666667
2018/1/4 8:00,20.27,82,9.1,36,17.3,1005,29.6,8.59,7.341666666666666
2018/1/4 8:15,20.61,82,9.1,37,17.4,1005,30.64,9.17,7.341666666666666
2018/1/4 8:30,20.94,82,9.1,38,17.5,1005,36.69,10.39,7.341666666666666
2018/1/4 8:45,21.28,82,9.2,39,17.5,1005,39.02,10.57,7.4416666666666655
2018/1/4 9:00,21.63,82,9.2,40,17.5,1005,35.77,10.04,7.4416666666666655
2018/1/4 9:15,21.99,82,9.1,42,17.5,1005,37.4,9.88,7.341666666666666
2018/1/4 9:30,22.35,82,9.1,43,17.6,1005,35.41,9.96,7.341666666666666
2018/1/4 9:45,22.72,82,9.1,45,17.6,1005,36.22,9.61,7.341666666666666
2018/1/4 10:00,22.98,82,9.1,46,17.6,1005,34.4,9.63,7.341666666666666
2018/1/4 10:15,23.14,82,9.1,48,17.6,1005,31.53,9.04,7.341666666666666
2018/1/4 10:30,23.3,83,9.2,51,17.6,1004,27.52,8.6,7.4416666666666655
2018/1/4 10:45,23.47,83,9.2,53,17.6,1004,27.11,8.21,7.4416666666666655
2018/1/4 11:00,23.54,83,9.2,54,17.6,1004,23.98,7.75,7.4416666666666655
2018/1/4 11:15,23.53,84,9.4,56,17.6,1004,27.14,8.28,7.641666666666667
2018/1/4 11:30,23.53,84,9.4,58,17.5,1004,32.02,8.84,7.641666666666667
2018/1/4 11:45,23.52,84,9.5,60,17.5,1003,29.98,8.48,7.741666666666666
2018/1/4 12:00,23.46,84,9.5,62,17.5,1003,36.14,9.47,7.741666666666666
2018/1/4 12:15,23.36,84,9.6,63,17.5,1003,33.58,9.42,7.841666666666666
2018/1/4 12:30,23.26,85,9.7,65,17.4,1003,27.7,8.52,7.9416666666666655
2018/1/4 12:45,23.16,85,9.7,66,17.3,1003,23.84,7.66,7.9416666666666655
2018/1/4 13:00,23.01,85,9.9,67,17.3,1003,24.78,8.04,8.141666666666667
2018/1/4 13:15,22.8,86,9.8,68,17.3,1003,21.34,7.69,8.041666666666668
2018/1/4 13:30,22.59,86,9.7,69,17.2,1002,28.89,8.54,7.9416666666666655
2018/1/4 13:45,22.39,86,9.8,70,17.1,1002,28.02,8.7,8.041666666666668
2018/1/4 14:00,22.17,86,9.8,70,17.1,1002,21.72,7.95,8.041666666666668
2018/1/4 14:15,21.94,86,9.6,70,17.1,1002,22.45,7.63,7.841666666666666
2018/1/4 14:30,21.71,87,9.4,71,17.1,1002,25.76,8.26,7.641666666666667
2018/1/4 14:45,21.48,87,9.3,71,17.0,1002,21.0,7.33,7.541666666666667
2018/1/4 15:00,21.24,87,9.1,71,17.0,1002,26.62,8.57,7.341666666666666
2018/1/4 15:15,20.97,88,8.9,70,17.0,1002,27.21,8.26,7.141666666666667
2018/1/4 15:30,20.71,88,8.7,70,17.0,1002,26.46,8.35,6.9416666666666655
2018/1/4 15:45,20.45,88,8.5,69,17.0,1002,29.68,8.72,6.741666666666666
2018/1/4 16:00,20.23,88,8.3,68,17.0,1002,30.5,9.05,6.541666666666667
2018/1/4 16:15,20.05,88,8.1,68,17.0,1002,28.02,8.55,6.341666666666666
2018/1/4 16:30,19.88,89,7.8,67,17.0,1002,31.77,9.13,6.041666666666666
2018/1/4 16:45,19.7,89,7.7,65,17.0,1002,30.74,8.76,5.941666666666666
2018/1/4 17:00,19.54,89,7.6,64,17.0,1002,27.78,8.62,5.841666666666666
2018/1/4 17:15,19.37,89,7.6,63,17.0,1002,26.79,8.31,5.841666666666666
2018/1/4 17:30,19.21,89,7.5,62,16.9,1002,25.33,8.14,5.741666666666666
2018/1/4 17:45,19.05,89,7.4,61,16.9,1002,22.21,7.59,5.641666666666667
2018/1/4 18:00,18.93,89,7.4,60,16.9,1002,20.7,7.64,5.641666666666667
2018/1/4 18:15,18.84,90,7.4,59,16.9,1002,18.36,7.09,5.641666666666667
2018/1/4 18:30,18.75,90,7.5,58,16.9,1003,15.75,6.77,5.741666666666666
2018/1/4 18:45,18.66,90,7.5,57,16.8,1003,13.7,6.44,5.741666666666666
2018/1/4 19:00,18.6,90,7.6,56,16.8,1003,14.11,6.42,5.841666666666666
2018/1/4 19:15,18.57,90,7.7,55,16.8,1003,15.22,6.6,5.941666666666666
2018/1/4 19:30,18.55,90,7.8,55,16.7,1003,17.71,7.15,6.041666666666666
2018/1/4 19:45,18.52,90,7.9,54,16.7,1003,16.44,6.96,6.141666666666667
2018/1/4 20:00,18.42,90,8.0,53,16.7,1003,16.78,6.99,6.241666666666666
2018/1/4 20:15,18.23,90,8.1,53,16.7,1003,16.43,6.76,6.341666666666666
2018/1/4 20:30,18.05,91,8.2,52,16.7,1003,17.03,6.97,6.4416666666666655
2018/1/4 20:45,17.87,91,8.3,51,16.6,1003,17.84,7.16,6.541666666666667
2018/1/4 21:00,17.64,91,8.4,51,16.6,1003,15.52,6.64,6.641666666666667
2018/1/4 21:15,17.38,92,8.5,50,16.5,1003,18.44,6.75,6.741666666666666
2018/1/4 21:30,17.11,92,8.5,50,16.5,1003,15.64,6.46,6.741666666666666
2018/1/4 21:45,16.85,92,8.6,49,16.5,1003,13.15,6.13,6.841666666666666
2018/1/4 22:00,16.55,92,8.6,49,16.4,1003,16.84,6.76,6.841666666666666
2018/1/4 22:15,16.21,92,8.6,49,16.4,1003,15.84,6.45,6.841666666666666
2018/1/4 22:30,15.88,92,8.7,48,16.3,1003,16.6,6.57,6.9416666666666655
2018/1/4 22:45,15.54,92,8.7,47,16.3,1003,16.16,6.87,6.9416666666666655
2018/1/4 23:00,15.19,92,8.7,47,16.3,1003,13.45,6.43,6.9416666666666655
2018/1/4 23:15,14.84,92,8.6,47,16.3,1003,14.16,6.08,6.841666666666666
2018/1/4 23:30,14.49,92,8.6,46,16.3,1002,12.33,6.01,6.841666666666666
2018/1/4 23:45,14.14,92,8.6,45,16.2,1002,13.45,6.19,6.841666666666666
2018/1/5 0:00,13.93,88,8.8,46,15.9,1004,10.76,5.5,7.778958333333334
2018/1/5 0:15,13.63,88,8.8,46,15.9,1004,11.57,5.88,7.778958333333334
2018/1/5 0:30,13.33,88,8.8,46,15.9,1004,15.45,6.36,7.778958333333334
2018/1/5 0:45,13.04,87,8.9,46,15.8,1003,12.51,5.79,7.878958333333333
2018/1/5 1:00,12.7,87,8.9,46,15.8,1003,8.86,5.25,7.878958333333333
2018/1/5 1:15,12.32,87,9.1,46,15.8,1003,9.06,5.29,8.078958333333333
2018/1/5 1:30,11.94,87,9.1,46,15.8,1003,7.7,4.79,8.078958333333333
2018/1/5 1:45,11.56,87,9.1,46,15.8,1003,9.26,5.13,8.078958333333333
2018/1/5 2:00,11.17,87,9.1,46,15.8,1003,7.99,5.24,8.078958333333333
2018/1/5 2:15,10.79,87,9.0,45,15.8,1003,8.96,5.41,7.978958333333333
2018/1/5 2:30,10.4,86,8.9,45,15.8,1002,7.24,4.77,7.878958333333333
2018/1/5 2:45,10.02,86,8.8,45,15.8,1002,7.91,5.09,7.778958333333334
2018/1/5 3:00,9.62,86,8.8,45,15.8,1002,6.66,4.77,7.778958333333334
2018/1/5 3:15,9.21,86,8.6,45,15.9,1002,5.9,4.55,7.578958333333333
2018/1/5 3:30,8.8,86,8.6,45,15.9,1002,5.72,4.44,7.578958333333333
2018/1/5 3:45,8.39,85,8.5,44,15.9,1002,4.6,4.45,7.478958333333333
2018/1/5 4:00,8.09,85,8.3,44,15.9,1002,5.62,4.65,7.278958333333334
