时间,短期预测功率,短期预测湿度,原短期预测风速,短期预测风向,短期预测温度,短期预测气压,实际功率,实际风速,短期预测风速
2018/2/28 23:00,0.77,94,4.4,5,17.6,1000,-0.17,1.48,1.4564583333333339
2018/2/28 23:15,0.74,94,4.4,12,17.4,1000,-0.16,1.68,1.4564583333333339
2018/2/28 23:30,0.71,95,4.4,17,17.2,1000,-0.16,1.01,1.4564583333333339
2018/2/28 23:45,0.68,95,4.5,24,17.1,1000,-0.18,1.8,1.5564583333333335
2018/3/1 0:00,0.37,92,1.7,36,16.6,1000,-0.15,1.71,0.13041666666666663
2018/3/1 0:15,0.39,93,1.8,49,16.4,1000,-0.17,2.03,0.23041666666666671
2018/3/1 0:30,0.41,94,2.1,59,16.3,1000,-0.17,2.45,0.5304166666666668
2018/3/1 0:45,0.42,94,2.4,66,16.2,1000,-0.16,2.05,0.8304166666666666
2018/3/1 1:00,0.46,94,2.8,71,16.0,1000,-0.17,1.92,1.2304166666666665
2018/3/1 1:15,0.52,95,3.0,73,15.9,1000,-0.17,2.18,1.4304166666666667
2018/3/1 1:30,0.59,96,3.4,73,15.8,1000,-0.18,2.78,1.8304166666666666
2018/3/1 1:45,0.65,96,3.7,74,15.6,1000,-0.17,2.35,2.130416666666667
2018/3/1 2:00,0.76,96,4.0,72,15.5,1000,-0.17,2.06,2.430416666666667
2018/3/1 2:15,0.92,96,4.2,71,15.4,1000,-0.13,1.95,2.630416666666667
2018/3/1 2:30,1.09,97,4.6,70,15.3,1000,0.0,2.41,3.0304166666666665
2018/3/1 2:45,1.25,97,4.9,67,15.3,1000,0.62,2.31,3.3304166666666672
2018/3/1 3:00,1.45,97,5.2,65,15.2,1000,0.36,2.26,3.630416666666667
2018/3/1 3:15,1.7,98,5.5,61,15.1,1000,0.23,1.96,3.930416666666667
2018/3/1 3:30,1.95,98,5.9,58,15.1,1000,-0.03,1.81,4.330416666666667
2018/3/1 3:45,2.2,98,6.2,56,15.1,1000,-0.12,2.34,4.630416666666667
2018/3/1 4:00,2.56,98,6.5,53,15.0,1000,0.16,2.29,4.930416666666667
2018/3/1 4:15,3.02,98,6.9,51,15.0,1000,0.24,2.29,5.330416666666667
2018/3/1 4:30,3.49,98,7.2,49,15.0,1000,0.69,2.61,5.630416666666667
2018/3/1 4:45,3.95,98,7.5,48,15.0,1000,1.04,2.58,5.930416666666667
2018/3/1 5:00,4.52,98,7.9,47,15.0,1000,1.13,2.73,6.330416666666667
2018/3/1 5:15,5.19,98,8.2,47,15.1,1000,1.25,2.48,6.630416666666666
2018/3/1 5:30,5.86,98,8.5,47,15.1,1000,1.28,2.34,6.930416666666667
2018/3/1 5:45,6.53,98,8.8,46,15.1,1000,1.06,2.53,7.230416666666668
2018/3/1 6:00,7.19,98,9.1,46,15.1,1000,1.8,2.75,7.5304166666666665
2018/3/1 6:15,7.82,98,9.3,46,15.1,1000,2.08,2.91,7.730416666666668
2018/3/1 6:30,8.45,98,9.5,47,15.1,1000,1.59,2.66,7.930416666666667
2018/3/1 6:45,9.08,97,9.7,47,15.1,1000,0.62,2.29,8.130416666666665
2018/3/1 7:00,9.85,97,9.8,48,15.1,1000,1.69,2.9,8.230416666666667
2018/3/1 7:15,10.76,97,10.1,48,15.1,1000,3.93,3.28,8.530416666666666
2018/3/1 7:30,11.67,96,10.1,49,15.2,1000,4.36,3.45,8.530416666666666
2018/3/1 7:45,12.57,96,10.3,49,15.2,1000,5.89,3.79,8.730416666666667
2018/3/1 8:00,13.51,96,10.4,50,15.2,1000,6.47,3.87,8.830416666666666
2018/3/1 8:15,14.49,95,10.6,51,15.2,1000,5.51,3.56,9.030416666666666
2018/3/1 8:30,15.47,94,10.7,51,15.2,1001,7.0,4.09,9.130416666666665
2018/3/1 8:45,16.44,94,10.7,52,15.2,1001,6.51,3.99,9.130416666666665
2018/3/1 9:00,17.28,93,10.8,52,15.2,1001,5.13,3.63,9.230416666666667
2018/3/1 9:15,17.98,92,10.9,53,15.2,1002,8.21,4.28,9.330416666666666
2018/3/1 9:30,18.68,92,10.9,54,15.2,1002,10.31,4.18,9.330416666666666
2018/3/1 9:45,19.38,91,11.0,54,15.2,1002,11.81,4.57,9.430416666666666
2018/3/1 10:00,20.04,90,11.0,55,15.2,1002,14.98,4.99,9.430416666666666
2018/3/1 10:15,20.68,89,11.0,56,15.3,1002,17.88,5.47,9.430416666666666
2018/3/1 10:30,21.32,88,11.0,56,15.3,1002,23.23,6.13,9.430416666666666
2018/3/1 10:45,21.96,88,11.0,57,15.3,1002,25.4,6.75,9.430416666666666
2018/3/1 11:00,22.49,87,11.0,58,15.3,1002,30.04,6.89,9.430416666666666
2018/3/1 11:15,22.91,86,11.0,58,15.4,1002,28.54,6.79,9.430416666666666
2018/3/1 11:30,23.33,86,10.9,58,15.5,1002,25.59,5.68,9.330416666666666
2018/3/1 11:45,23.76,86,10.9,59,15.5,1002,32.6,6.53,9.330416666666666
2018/3/1 12:00,24.01,85,11.0,60,15.5,1002,32.04,6.5,9.430416666666666
2018/3/1 12:15,24.09,85,10.9,60,15.6,1002,32.65,6.48,9.330416666666666
2018/3/1 12:30,24.18,84,10.8,61,15.7,1002,32.1,6.36,9.230416666666667
2018/3/1 12:45,24.26,84,10.9,62,15.7,1001,34.9,6.97,9.330416666666666
2018/3/1 13:00,24.23,84,10.8,62,15.7,1001,35.11,7.2,9.230416666666667
2018/3/1 13:15,24.08,84,10.8,64,15.7,1001,33.96,6.87,9.230416666666667
2018/3/1 13:30,23.93,85,10.8,64,15.8,1000,35.82,7.06,9.230416666666667
2018/3/1 13:45,23.78,85,10.7,65,15.8,1000,35.51,6.96,9.130416666666665
2018/3/1 14:00,23.55,86,10.7,65,15.8,1000,33.94,6.68,9.130416666666665
2018/3/1 14:15,23.22,86,10.7,66,15.8,1000,30.1,6.58,9.130416666666665
2018/3/1 14:30,22.9,86,10.6,67,15.8,1000,30.24,6.69,9.030416666666666
2018/3/1 14:45,22.57,87,10.5,67,15.8,1000,31.0,6.3,8.930416666666666
2018/3/1 15:00,22.24,88,10.5,68,15.8,1000,30.34,6.54,8.930416666666666
2018/3/1 15:15,21.92,88,10.3,68,15.8,1000,28.53,7.19,8.730416666666667
2018/3/1 15:30,21.59,88,10.2,69,15.7,1000,31.29,7.46,8.630416666666665
2018/3/1 15:45,21.26,89,10.2,69,15.7,1000,28.68,7.21,8.630416666666665
2018/3/1 16:00,20.95,90,10.0,70,15.7,1000,29.5,7.59,8.430416666666666
2018/3/1 16:15,20.66,90,9.8,70,15.7,1000,28.07,6.86,8.230416666666667
2018/3/1 16:30,20.36,90,9.6,70,15.7,1000,27.98,7.97,8.030416666666666
2018/3/1 16:45,20.07,91,9.5,70,15.6,1000,28.79,8.18,7.930416666666667
2018/3/1 17:00,19.74,91,9.3,70,15.6,1000,28.16,7.86,7.730416666666668
2018/3/1 17:15,19.37,92,9.1,69,15.5,1000,28.27,8.13,7.5304166666666665
2018/3/1 17:30,19.0,92,8.8,69,15.5,1000,31.59,8.02,7.230416666666668
2018/3/1 17:45,18.63,92,8.6,69,15.5,1000,31.65,7.99,7.0304166666666665
2018/3/1 18:00,18.25,92,8.4,68,15.4,1000,26.97,7.28,6.830416666666667
2018/3/1 18:15,17.88,92,8.2,67,15.4,1000,26.72,7.31,6.630416666666666
2018/3/1 18:30,17.51,92,8.0,66,15.3,1000,27.28,7.58,6.430416666666667
2018/3/1 18:45,17.13,92,7.7,65,15.3,1000,26.16,7.35,6.130416666666667
2018/3/1 19:00,16.86,92,7.7,64,15.3,1000,26.9,7.31,6.130416666666667
2018/3/1 19:15,16.67,92,7.6,63,15.3,1000,30.36,8.03,6.0304166666666665
2018/3/1 19:30,16.49,92,7.5,61,15.3,1000,27.48,7.65,5.930416666666667
2018/3/1 19:45,16.3,92,7.5,60,15.2,1000,31.54,8.24,5.930416666666667
2018/3/1 20:00,16.26,92,7.5,59,15.2,1000,27.35,7.46,5.930416666666667
2018/3/1 20:15,16.36,92,7.7,58,15.2,1000,27.27,7.56,6.130416666666667
2018/3/1 20:30,16.46,92,7.7,57,15.2,1000,26.5,7.59,6.130416666666667
2018/3/1 20:45,16.56,91,7.8,56,15.2,1000,25.1,7.0,6.230416666666667
2018/3/1 21:00,16.8,91,8.0,55,15.2,1000,26.05,7.31,6.430416666666667
2018/3/1 21:15,17.16,91,8.2,54,15.2,1000,24.66,7.02,6.630416666666666
2018/3/1 21:30,17.53,90,8.4,54,15.2,1001,29.07,7.73,6.830416666666667
2018/3/1 21:45,17.89,90,8.6,54,15.2,1001,30.85,8.15,7.0304166666666665
2018/3/1 22:00,18.17,90,8.8,53,15.2,1001,32.74,8.13,7.230416666666668
2018/3/1 22:15,18.37,90,8.9,53,15.3,1001,28.24,7.91,7.330416666666667
2018/3/1 22:30,18.57,90,9.0,52,15.3,1001,32.12,8.59,7.430416666666667
2018/3/1 22:45,18.76,90,9.2,52,15.3,1001,34.84,8.73,7.630416666666666
2018/3/1 23:00,18.72,90,9.2,52,15.3,1001,32.25,8.39,7.630416666666666
2018/3/1 23:15,18.44,90,9.2,51,15.3,1001,31.64,8.25,7.630416666666666
2018/3/1 23:30,18.16,90,9.2,50,15.4,1001,29.99,8.02,7.630416666666666
2018/3/1 23:45,17.88,89,9.2,50,15.4,1001,29.13,7.9,7.630416666666666
2018/3/2 0:00,23.17,90,10.4,47,15.6,1001,25.96,7.37,7.225729166666667
2018/3/2 0:15,22.49,90,10.3,46,15.7,1001,27.47,7.54,7.125729166666668
2018/3/2 0:30,21.81,90,10.2,46,15.7,1000,26.97,7.4,7.025729166666666
2018/3/2 0:45,21.13,90,10.0,46,15.7,1000,28.87,7.45,6.825729166666667
2018/3/2 1:00,20.45,90,10.0,45,15.7,1000,30.24,7.83,6.825729166666667
2018/3/2 1:15,19.76,90,9.8,45,15.7,1000,27.43,7.36,6.625729166666668
2018/3/2 1:30,19.08,90,9.7,45,15.7,1000,25.13,7.16,6.525729166666666
2018/3/2 1:45,18.4,90,9.6,46,15.7,1000,24.71,7.03,6.425729166666667
2018/3/2 2:00,17.8,90,9.5,46,15.7,1000,22.03,6.93,6.325729166666667
2018/3/2 2:15,17.29,90,9.4,46,15.7,1000,21.54,6.62,6.225729166666667
2018/3/2 2:30,16.78,90,9.3,46,15.7,1000,18.91,6.52,6.125729166666668
2018/3/2 2:45,16.28,90,9.2,47,15.6,1000,16.7,6.15,6.025729166666666
2018/3/2 3:00,15.92,90,9.1,47,15.6,1000,15.06,5.81,5.925729166666667
2018/3/2 3:15,15.73,90,9.1,48,15.6,1000,16.75,6.04,5.925729166666667
2018/3/2 3:30,15.53,90,9.1,48,15.6,1000,15.4,5.99,5.925729166666667
2018/3/2 3:45,15.33,90,9.1,49,15.6,1000,16.47,6.37,5.925729166666667
2018/3/2 4:00,15.12,90,9.0,49,15.6,1000,18.31,6.51,5.825729166666667
2018/3/2 4:15,14.9,90,9.0,49,15.6,1000,24.96,7.22,5.825729166666667
2018/3/2 4:30,14.67,90,8.9,49,15.5,1000,21.72,6.94,5.725729166666667
2018/3/2 4:45,14.44,90,8.9,49,15.5,1000,21.47,6.64,5.725729166666667
2018/3/2 5:00,14.25,90,8.9,49,15.5,1000,18.39,6.38,5.725729166666667
2018/3/2 5:15,14.08,90,8.9,48,15.5,1000,17.04,6.05,5.725729166666667
2018/3/2 5:30,13.92,90,8.8,48,15.5,1000,13.09,5.7,5.625729166666668
2018/3/2 5:45,13.75,89,8.8,47,15.5,1000,12.69,5.57,5.625729166666668
2018/3/2 6:00,13.61,89,8.7,46,15.5,1000,11.04,5.12,5.525729166666666
2018/3/2 6:15,13.48,89,8.7,45,15.5,1000,8.37,4.76,5.525729166666666
2018/3/2 6:30,13.36,89,8.6,45,15.6,1001,8.65,4.81,5.425729166666667
2018/3/2 6:45,13.24,89,8.5,44,15.6,1001,8.21,4.92,5.325729166666667
2018/3/2 7:00,13.1,89,8.4,44,15.7,1001,8.4,4.9,5.225729166666667
2018/3/2 7:15,12.95,89,8.3,43,15.7,1001,3.77,3.81,5.125729166666668
2018/3/2 7:30,12.8,88,8.3,43,15.7,1001,2.33,3.6,5.125729166666668
2018/3/2 7:45,12.65,88,8.3,43,15.8,1001,3.59,3.79,5.125729166666668
2018/3/2 8:00,12.52,88,8.2,42,15.9,1001,3.64,3.89,5.025729166666666
2018/3/2 8:15,12.43,88,8.1,43,15.9,1001,1.89,3.44,4.925729166666667
2018/3/2 8:30,12.33,88,8.0,43,15.9,1001,3.5,3.67,4.825729166666667
2018/3/2 8:45,12.24,87,7.9,44,16.0,1001,4.07,4.09,4.725729166666667
2018/3/2 9:00,12.13,87,7.8,45,16.0,1001,3.61,3.73,4.625729166666667
2018/3/2 9:15,12.01,87,7.7,47,16.1,1001,3.93,4.06,4.525729166666667
2018/3/2 9:30,11.9,87,7.6,48,16.1,1001,4.97,4.23,4.425729166666667
2018/3/2 9:45,11.78,87,7.5,49,16.1,1001,4.22,3.93,4.325729166666667
2018/3/2 10:00,11.66,87,7.4,50,16.1,1001,3.86,3.63,4.225729166666667
2018/3/2 10:15,11.55,87,7.3,53,16.1,1001,3.19,3.52,4.125729166666667
2018/3/2 10:30,11.43,86,7.2,55,16.2,1001,2.23,3.06,4.025729166666667
2018/3/2 10:45,11.31,86,7.1,56,16.2,1001,3.48,3.26,3.9257291666666667
2018/3/2 11:00,11.17,86,7.0,58,16.2,1001,5.46,3.71,3.825729166666667
2018/3/2 11:15,10.99,86,6.9,60,16.2,1001,6.29,4.12,3.7257291666666674
2018/3/2 11:30,10.82,86,6.9,62,16.2,1000,7.16,4.69,3.7257291666666674
2018/3/2 11:45,10.64,85,6.8,64,16.2,1000,7.96,4.72,3.625729166666667
2018/3/2 12:00,10.41,85,6.7,66,16.2,1000,9.43,4.96,3.5257291666666672
2018/3/2 12:15,10.12,86,6.6,69,16.2,1000,8.23,4.86,3.4257291666666667
2018/3/2 12:30,9.84,86,6.5,70,16.1,1000,6.57,4.34,3.325729166666667
2018/3/2 12:45,9.55,86,6.3,72,16.1,1000,6.4,4.3,3.125729166666667
2018/3/2 13:00,9.26,86,6.2,74,16.1,1000,6.62,4.58,3.0257291666666672
2018/3/2 13:15,8.97,86,6.1,77,16.1,1000,5.97,4.3,2.9257291666666667
2018/3/2 13:30,8.68,87,5.9,79,16.0,1000,6.71,4.28,2.7257291666666674
2018/3/2 13:45,8.39,87,5.8,82,15.9,999,5.78,4.01,2.625729166666667
2018/3/2 14:00,8.02,87,5.5,85,15.9,999,5.83,4.43,2.325729166666667
2018/3/2 14:15,7.56,88,5.3,89,15.9,999,6.28,4.34,2.125729166666667
2018/3/2 14:30,7.09,88,5.1,92,15.8,998,6.91,4.42,1.9257291666666667
2018/3/2 14:45,6.63,88,4.9,97,15.7,998,5.52,4.08,1.7257291666666674
2018/3/2 15:00,6.17,88,4.8,101,15.7,998,7.63,4.59,1.625729166666667
2018/3/2 15:15,5.72,89,4.7,105,15.7,998,5.38,4.3,1.5257291666666672
2018/3/2 15:30,5.27,90,4.5,110,15.6,998,8.37,4.27,1.325729166666667
2018/3/2 15:45,4.81,90,4.4,114,15.5,998,6.98,4.11,1.2257291666666674
2018/3/2 16:00,4.42,90,4.3,118,15.5,998,9.63,4.1,1.125729166666667
2018/3/2 16:15,4.08,90,4.2,121,15.5,998,9.6,5.02,1.0257291666666672
2018/3/2 16:30,3.75,91,4.1,124,15.5,998,9.47,5.0,0.9257291666666667
2018/3/2 16:45,3.42,91,4.0,129,15.4,998,5.27,3.36,0.8257291666666671
2018/3/2 17:00,3.17,91,4.0,131,15.4,998,5.96,3.64,0.8257291666666671
2018/3/2 17:15,3.01,92,3.8,133,15.4,998,7.17,4.15,0.6257291666666669
2018/3/2 17:30,2.85,92,3.7,135,15.3,998,5.42,3.64,0.5257291666666672
2018/3/2 17:45,2.69,92,3.5,135,15.3,998,5.58,3.73,0.32572916666666707
2018/3/2 18:00,2.56,92,3.4,135,15.3,998,5.18,3.49,0.22572916666666698
2018/3/2 18:15,2.45,92,3.2,134,15.3,998,4.93,3.63,0.025729166666667247
2018/3/2 18:30,2.34,93,3.0,131,15.3,999,4.32,3.04,-0.17427083333333293
2018/3/2 18:45,2.23,93,2.8,129,15.2,999,4.41,2.9,-0.3742708333333331
2018/3/2 19:00,2.14,93,2.6,127,15.2,999,5.41,3.39,-0.5742708333333328
2018/3/2 19:15,2.09,93,2.5,122,15.2,999,5.34,3.23,-0.6742708333333329
2018/3/2 19:30,2.03,93,2.3,115,15.2,999,4.76,3.14,-0.8742708333333331
2018/3/2 19:45,1.98,93,2.2,108,15.2,999,4.17,2.95,-0.9742708333333328
2018/3/2 20:00,1.96,93,2.2,100,15.2,999,2.53,2.4,-0.9742708333333328
2018/3/2 20:15,1.98,93,2.3,90,15.2,999,2.06,2.7,-0.8742708333333331
2018/3/2 20:30,1.99,93,2.3,83,15.2,999,2.35,2.89,-0.8742708333333331
2018/3/2 20:45,2.01,93,2.5,76,15.2,999,2.47,2.88,-0.6742708333333329
2018/3/2 21:00,2.1,93,2.7,70,15.2,999,3.03,3.08,-0.47427083333333275
2018/3/2 21:15,2.27,93,2.9,65,15.2,1000,3.85,3.36,-0.274270833333333
2018/3/2 21:30,2.44,93,3.2,62,15.2,1000,6.19,3.94,0.025729166666667247
2018/3/2 21:45,2.6,93,3.6,58,15.2,1000,5.52,3.71,0.42572916666666716
2018/3/2 22:00,2.83,93,3.8,55,15.2,1000,4.29,3.38,0.6257291666666669
2018/3/2 22:15,3.12,93,4.1,54,15.2,1000,3.64,3.38,0.9257291666666667
2018/3/2 22:30,3.41,93,4.3,53,15.2,1000,4.19,3.56,1.125729166666667
2018/3/2 22:45,3.7,93,4.6,51,15.2,1000,4.92,3.67,1.4257291666666667
2018/3/2 23:00,3.93,93,4.9,51,15.2,1000,6.59,4.15,1.7257291666666674
2018/3/2 23:15,4.09,94,5.1,51,15.2,1000,5.28,3.78,1.9257291666666667
2018/3/2 23:30,4.26,94,5.4,51,15.2,1000,5.9,3.77,2.2257291666666674
2018/3/2 23:45,4.42,94,5.7,51,15.2,1000,6.76,4.13,2.5257291666666672
2018/3/3 0:00,3.75,93,5.7,49,16.2,1000,7.52,3.89,3.7004166666666674
2018/3/3 0:15,3.86,93,5.9,48,16.3,1000,8.28,4.33,3.9004166666666675
2018/3/3 0:30,3.98,93,6.0,48,16.3,1000,7.64,4.0,4.000416666666667
2018/3/3 0:45,4.09,93,6.2,47,16.3,999,6.11,3.7,4.200416666666667
2018/3/3 1:00,4.16,93,6.2,47,16.3,999,6.09,3.93,4.200416666666667
2018/3/3 1:15,4.19,93,6.2,46,16.3,999,5.26,3.48,4.200416666666667
2018/3/3 1:30,4.22,93,6.2,46,16.3,999,5.39,3.62,4.200416666666667
2018/3/3 1:45,4.24,93,6.2,46,16.3,999,5.57,3.59,4.200416666666667
2018/3/3 2:00,4.18,93,6.2,46,16.3,999,5.33,3.68,4.200416666666667
2018/3/3 2:15,4.02,93,6.2,47,16.3,999,7.67,4.4,4.200416666666667
2018/3/3 2:30,3.87,93,6.0,47,16.3,999,9.11,4.45,4.000416666666667
2018/3/3 2:45,3.71,93,5.9,47,16.3,999,9.07,4.34,3.9004166666666675
2018/3/3 3:00,3.54,93,5.8,48,16.3,999,5.73,3.52,3.800416666666667
2018/3/3 3:15,3.37,94,5.7,48,16.3,999,3.52,2.92,3.7004166666666674
2018/3/3 3:30,3.19,94,5.5,49,16.3,999,2.97,3.0,3.500416666666667
2018/3/3 3:45,3.02,94,5.4,50,16.2,999,1.2,2.32,3.4004166666666675
2018/3/3 4:00,2.85,94,5.2,50,16.2,999,0.51,2.44,3.2004166666666674
2018/3/3 4:15,2.69,94,5.0,51,16.2,999,0.25,1.76,3.000416666666667
2018/3/3 4:30,2.54,94,4.8,52,16.1,999,-0.03,1.49,2.800416666666667
2018/3/3 4:45,2.38,94,4.7,52,16.1,999,-0.14,1.38,2.7004166666666674
2018/3/3 5:00,2.23,94,4.6,52,16.1,999,-0.09,1.92,2.600416666666667
2018/3/3 5:15,2.11,94,4.4,52,16.1,999,-0.04,2.32,2.4004166666666675
2018/3/3 5:30,1.98,94,4.4,52,16.1,999,-0.16,1.8,2.4004166666666675
2018/3/3 5:45,1.86,93,4.3,53,16.1,999,-0.11,1.81,2.300416666666667
2018/3/3 6:00,1.78,93,4.1,53,16.1,999,-0.1,1.52,2.100416666666667
2018/3/3 6:15,1.74,92,4.1,54,16.1,1000,-0.06,1.8,2.100416666666667
2018/3/3 6:30,1.7,92,3.9,54,16.2,1000,-0.08,1.65,1.9004166666666669
2018/3/3 6:45,1.66,92,3.9,53,16.2,1000,-0.08,1.93,1.9004166666666669
2018/3/3 7:00,1.62,91,3.8,55,16.3,1000,0.52,2.15,1.8004166666666668
2018/3/3 7:15,1.58,91,3.7,56,16.3,1000,-0.1,1.82,1.7004166666666671
2018/3/3 7:30,1.55,90,3.7,55,16.3,1000,0.31,2.72,1.7004166666666671
2018/3/3 7:45,1.51,90,3.5,55,16.4,1000,0.08,2.08,1.500416666666667
2018/3/3 8:00,1.46,90,3.4,58,16.5,1000,0.14,1.99,1.4004166666666669
2018/3/3 8:15,1.41,90,3.4,60,16.5,1000,-0.17,1.41,1.4004166666666669
2018/3/3 8:30,1.35,90,3.3,61,16.5,1000,-0.02,2.04,1.3004166666666668
2018/3/3 8:45,1.29,89,3.1,63,16.6,1000,0.1,1.46,1.100416666666667
2018/3/3 9:00,1.2,89,3.0,67,16.7,1000,-0.18,0.91,1.000416666666667
2018/3/3 9:15,1.09,89,2.9,70,16.7,1000,-0.16,1.49,0.9004166666666669
2018/3/3 9:30,0.97,89,2.8,73,16.8,1000,-0.16,0.81,0.8004166666666668
2018/3/3 9:45,0.86,89,2.7,77,16.9,1000,-0.15,0.46,0.7004166666666671
2018/3/3 10:00,0.74,89,2.5,81,16.9,1000,-0.14,0.0,0.500416666666667
2018/3/3 10:15,0.61,90,2.4,85,16.9,1000,-0.14,0.0,0.40041666666666687
2018/3/3 10:30,0.48,90,2.2,87,17.0,1000,-0.15,0.02,0.20041666666666713
2018/3/3 10:45,0.35,90,2.1,90,17.0,1000,-0.14,0.03,0.10041666666666704
2018/3/3 11:00,0.27,90,1.9,96,17.0,1000,-0.13,0.05,-0.09958333333333313
2018/3/3 11:15,0.23,90,1.7,100,17.0,1000,-0.13,0.1,-0.2995833333333331
2018/3/3 11:30,0.2,91,1.5,110,17.0,1000,-0.13,0.23,-0.49958333333333305
2018/3/3 11:45,0.16,91,1.4,120,17.0,999,-0.13,0.68,-0.5995833333333331
2018/3/3 12:00,0.16,91,1.3,129,17.0,999,-0.13,0.77,-0.699583333333333
2018/3/3 12:15,0.19,92,1.2,138,17.0,999,-0.13,0.96,-0.7995833333333331
2018/3/3 12:30,0.22,92,1.2,156,17.0,999,-0.14,1.2,-0.7995833333333331
2018/3/3 12:45,0.26,92,1.3,171,17.0,999,-0.13,1.07,-0.699583333333333
2018/3/3 13:00,0.29,92,1.4,180,17.0,999,-0.13,0.95,-0.5995833333333331
2018/3/3 13:15,0.34,92,1.7,183,17.1,999,-0.14,0.82,-0.2995833333333331
2018/3/3 13:30,0.38,93,1.9,186,17.1,998,-0.15,1.34,-0.09958333333333313
2018/3/3 13:45,0.43,93,2.1,188,17.1,998,-0.14,1.26,0.10041666666666704
2018/3/3 14:00,0.58,93,2.4,189,17.1,998,-0.14,1.25,0.40041666666666687
2018/3/3 14:15,0.83,92,2.8,188,17.2,998,-0.14,1.66,0.8004166666666668
2018/3/3 14:30,1.08,92,3.1,186,17.3,998,0.25,1.76,1.100416666666667
2018/3/3 14:45,1.33,92,3.4,183,17.3,997,0.64,2.07,1.4004166666666669
2018/3/3 15:00,1.61,91,3.8,183,17.4,997,0.92,1.85,1.8004166666666668
2018/3/3 15:15,1.92,91,4.2,181,17.5,997,2.55,2.45,2.2004166666666674
2018/3/3 15:30,2.24,90,4.5,180,17.5,997,2.42,1.94,2.500416666666667
2018/3/3 15:45,2.55,90,4.8,178,17.6,997,2.05,1.72,2.800416666666667
2018/3/3 16:00,2.88,90,5.1,177,17.6,997,2.55,2.2,3.100416666666667
2018/3/3 16:15,3.23,90,5.3,176,17.7,997,3.37,2.38,3.300416666666667
2018/3/3 16:30,3.58,90,5.6,174,17.7,997,2.18,2.0,3.600416666666667
2018/3/3 16:45,3.94,90,5.8,173,17.7,997,2.19,1.83,3.800416666666667
2018/3/3 17:00,4.12,90,5.9,173,17.7,997,3.59,1.97,3.9004166666666675
2018/3/3 17:15,4.15,91,5.9,173,17.7,997,3.12,1.35,3.9004166666666675
2018/3/3 17:30,4.17,92,6.0,172,17.7,997,1.77,1.7,4.000416666666667
2018/3/3 17:45,4.2,92,6.0,172,17.6,997,1.05,1.27,4.000416666666667
2018/3/3 18:00,4.08,92,5.9,172,17.6,997,1.33,1.21,3.9004166666666675
2018/3/3 18:15,3.81,92,5.7,173,17.5,998,1.21,1.1,3.7004166666666674
2018/3/3 18:30,3.54,93,5.5,173,17.5,998,0.96,1.07,3.500416666666667
2018/3/3 18:45,3.28,93,5.3,174,17.5,998,0.52,0.76,3.300416666666667
2018/3/3 19:00,3.03,93,5.1,174,17.4,998,0.58,0.75,3.100416666666667
2018/3/3 19:15,2.79,94,4.9,175,17.4,998,0.66,0.79,2.9004166666666675
2018/3/3 19:30,2.56,94,4.6,178,17.3,999,0.63,0.73,2.600416666666667
2018/3/3 19:45,2.33,94,4.3,179,17.3,999,0.44,0.8,2.300416666666667
2018/3/3 20:00,2.16,94,4.1,180,17.3,999,0.93,0.97,2.100416666666667
2018/3/3 20:15,2.08,94,3.9,181,17.3,1000,1.04,0.86,1.9004166666666669
2018/3/3 20:30,1.99,95,3.7,185,17.3,1000,0.88,0.71,1.7004166666666671
2018/3/3 20:45,1.9,95,3.4,187,17.3,1000,0.64,1.02,1.4004166666666669
2018/3/3 21:00,1.81,95,3.2,189,17.3,1000,1.16,0.94,1.2004166666666671
2018/3/3 21:15,1.72,96,3.1,191,17.3,1000,0.84,0.93,1.100416666666667
2018/3/3 21:30,1.64,96,2.9,194,17.4,1000,0.87,0.93,0.9004166666666669
2018/3/3 21:45,1.55,96,2.8,199,17.4,1000,0.52,0.81,0.8004166666666668
2018/3/3 22:00,1.46,96,2.6,203,17.4,1000,0.6,0.75,0.600416666666667
2018/3/3 22:15,1.36,96,2.5,206,17.5,1000,0.21,0.58,0.500416666666667
2018/3/3 22:30,1.26,96,2.5,212,17.5,1000,0.19,0.66,0.500416666666667
2018/3/3 22:45,1.17,96,2.4,216,17.5,1000,0.11,0.58,0.40041666666666687
2018/3/3 23:00,1.08,96,2.3,221,17.5,1000,-0.03,0.58,0.3004166666666668
2018/3/3 23:15,1.01,96,2.2,227,17.5,1000,0.1,0.69,0.20041666666666713
2018/3/3 23:30,0.95,97,2.2,231,17.5,1000,0.37,0.74,0.20041666666666713
2018/3/3 23:45,0.88,97,2.2,238,17.5,1000,0.16,0.57,0.20041666666666713
2018/3/4 0:00,0.43,96,2.1,245,16.7,1000,0.08,0.62,-0.18083333333333318
2018/3/4 0:15,0.42,96,2.2,248,16.7,1000,0.17,0.69,-0.08083333333333309
2018/3/4 0:30,0.41,96,2.2,252,16.7,1000,0.17,0.65,-0.08083333333333309
2018/3/4 0:45,0.4,96,2.4,255,16.6,999,0.16,0.67,0.11916666666666664
2018/3/4 1:00,0.41,96,2.5,258,16.6,999,0.2,0.68,0.21916666666666673
2018/3/4 1:15,0.42,96,2.5,261,16.6,999,0.08,0.6,0.21916666666666673
2018/3/4 1:30,0.44,97,2.6,261,16.5,999,0.15,0.65,0.3191666666666668
2018/3/4 1:45,0.46,97,2.7,262,16.5,999,0.2,0.75,0.4191666666666669
