实际功率,原系统预测功率,超短期预测功率
37.38999938964844,32.87,35.74423599243164
29.43000030517578,32.77,35.169410705566406
32.279998779296875,32.66,34.447410583496094
27.34000015258789,32.53,33.78348159790039
32.13999938964844,32.41,33.382293701171875
28.850000381469727,32.28,32.695106506347656
27.089998245239258,32.21,31.886520385742188
26.860000610351562,32.18,30.87135887145996
30.239999771118164,32.16,31.140830993652344
32.709999084472656,32.14,30.661537170410156
34.380001068115234,32.17,30.443872451782227
32.43000030517578,32.25,30.51251220703125
31.400001525878906,32.32,29.714197158813477
32.36000061035156,32.4,29.83860969543457
39.13999938964844,32.52,32.971900939941406
35.970001220703125,32.66,33.14340591430664
31.549999237060547,32.8,32.64324188232422
31.84000015258789,32.95,32.37114334106445
28.860000610351562,33.06,32.210330963134766
31.6299991607666,33.14,31.752206802368164
32.36000061035156,33.21,31.7874813079834
28.790000915527344,33.29,31.475345611572266
33.369998931884766,33.36,31.06912612915039
34.279998779296875,33.41,30.358318328857422
36.650001525878906,33.46,30.564167022705078
35.91999816894531,33.52,30.65825843811035
33.13999938964844,33.51,30.752212524414062
33.2599983215332,33.44,30.812135696411133
31.520000457763672,33.37,30.128122329711914
31.560001373291016,33.3,30.503293991088867
31.510000228881836,33.23,31.891754150390625
31.100000381469727,33.17,31.779157638549805
29.149999618530273,33.1,31.203628540039062
33.599998474121094,33.03,30.6697940826416
35.84000015258789,32.93,30.1711368560791
32.81999969482422,32.79,29.577392578125
33.349998474121094,32.65,29.458576202392578
37.689998626708984,32.52,28.923961639404297
36.59000015258789,32.37,28.074695587158203
33.099998474121094,32.2,27.240345001220703
31.78999900817871,32.04,27.42195701599121
35.45000076293945,31.88,26.98056983947754
35.52000045776367,31.65,26.981464385986328
33.43000030517578,31.34,27.094188690185547
31.739999771118164,31.04,26.29452133178711
33.630001068115234,30.74,26.255321502685547
32.72999954223633,29.7,33.20218276977539
32.81999969482422,29.34,32.64152908325195
32.189998626708984,28.97,31.65578842163086
31.1200008392334,28.61,30.738859176635742
30.940000534057617,28.14,29.700571060180664
